Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.64.24-192.168.64.25-80-34672-6,192.168.64.25,34672,192.168.64.24,80,6,10/12/2024 05:18:58 PM,20328935,4,7,153.0,482.0,123.0,0.0,38.25,57.034346377131975,482.0,0.0,68.85714285714285,182.17887599044752,31.236264959280945,0.5411006528379376,2032893.5000000002,6395905.920778841,2.0235781E7,9.0,91401.0,30467.0,52223.93521173984,90770.0,292.0,2.0328935E7,3388155.833333333,8253695.91205994,2.0235781E7,9.0,0,0,0,0,128,240,0.19676387375925003,0.3443367790786876,0.0,482.0,52.91666666666667,139.58800308787502,19484.810606060608,0,1,0,0,0,0,0,0,1.0,57.72727272727273,38.25,68.85714285714286,0,0,0,0,0,0,4,153,7,482,-1,509,3,0,92958.0,0.0,92958.0,92958.0,2.0235781E7,0.0,2.0235781E7,2.0235781E7,No Label
192.168.64.24-192.168.64.25-80-34648-6,192.168.64.25,34648,192.168.64.24,80,6,10/12/2024 05:18:58 PM,20331657,4,7,155.0,482.0,123.0,0.0,38.75,56.817690906970164,482.0,0.0,68.85714285714285,182.17887599044752,31.330451817085052,0.541028210342128,2033165.7,6395925.443355239,2.0236095E7,15.0,94915.0,31638.333333333332,54069.15239148227,94072.0,387.0,2.0331657E7,3388609.5,8253633.739011315,2.0236095E7,41.0,0,0,0,0,128,240,0.1967375310335011,0.34429067930862695,0.0,482.0,53.08333333333333,139.54501283120297,19472.810606060604,0,1,0,0,0,0,0,0,1.0,57.90909090909091,38.75,68.85714285714286,0,0,0,0,0,0,4,155,7,482,-1,509,3,0,95442.0,0.0,95442.0,95442.0,2.0236095E7,0.0,2.0236095E7,2.0236095E7,No Label
192.168.64.24-192.168.64.25-80-34732-6,192.168.64.25,34732,192.168.64.24,80,6,10/12/2024 05:18:58 PM,20322189,4,7,159.0,482.0,129.0,0.0,39.75,60.057611230106936,482.0,0.0,68.85714285714285,182.17887599044752,31.54187769831291,0.5412802725139501,2032218.9,6397686.116703278,2.024021E7,9.0,81443.0,27147.666666666668,46450.81786506384,80784.0,139.0,2.0322189E7,3387031.5,8256400.347740043,2.024021E7,9.0,0,0,0,0,128,240,0.19682919000507276,0.34445108250887735,0.0,482.0,53.416666666666664,139.87816668498166,19565.901515151516,0,1,0,0,0,0,0,0,1.0,58.27272727272727,39.75,68.85714285714286,0,0,0,0,0,0,4,159,7,482,-1,508,3,0,81859.0,0.0,81859.0,81859.0,2.024021E7,0.0,2.024021E7,2.024021E7,No Label
192.168.64.24-192.168.64.25-80-34866-6,192.168.64.25,34866,192.168.64.24,80,6,10/12/2024 05:18:58 PM,20327947,4,7,161.0,482.0,129.0,0.0,40.25,59.78503157145608,482.0,0.0,68.85714285714285,182.17887599044752,31.63133001084664,0.5411269519740483,2032794.7000000002,6403668.64974189,2.0257853E7,7.0,69198.0,23066.0,39298.67197501717,68444.0,261.0,2.0327947E7,3387991.1666666665,8264555.508551864,2.0257853E7,19.0,0,0,0,0,128,240,0.1967734370814721,0.3443535148925762,0.0,482.0,53.58333333333333,139.8287643274206,19552.083333333332,0,1,0,0,0,0,0,0,1.0,58.45454545454545,40.25,68.85714285714286,0,0,0,0,0,0,4,161,7,482,-1,508,3,0,69537.0,0.0,69537.0,69537.0,2.0257853E7,0.0,2.0257853E7,2.0257853E7,No Label
192.168.64.24-192.168.64.25-80-34896-6,192.168.64.25,34896,192.168.64.24,80,6,10/12/2024 05:18:58 PM,20325036,4,7,150.0,482.0,119.0,0.0,37.5,54.945427471264615,482.0,0.0,68.85714285714285,182.17887599044752,31.094655871704237,0.5412044534632067,2032503.5999999999,6403561.116471473,2.0257262E7,5.0,66838.0,22279.333333333332,38150.80020567502,66332.0,179.0,2.0325036E7,3387506.0,8264500.9891006,2.0257262E7,6.0,0,0,0,0,128,240,0.19680161944116606,0.3444028340220406,0.0,482.0,52.666666666666664,139.38849132963423,19429.151515151516,0,1,0,0,0,0,0,0,1.0,57.45454545454545,37.5,68.85714285714286,0,0,0,0,0,0,4,150,7,482,-1,509,3,0,67206.0,0.0,67206.0,67206.0,2.0257262E7,0.0,2.0257262E7,2.0257262E7,No Label
192.168.64.24-192.168.64.25-80-34984-6,192.168.64.25,34984,192.168.64.24,80,6,10/12/2024 05:18:58 PM,20328074,4,7,155.0,482.0,123.0,0.0,38.75,56.817690906970164,482.0,0.0,68.85714285714285,182.17887599044752,31.335974081951885,0.5411235712738944,2032807.4000000001,6407961.765956407,2.0270119E7,6.0,56181.0,18727.0,31994.51477988063,55671.0,187.0,2.0328074E7,3388012.3333333335,8270538.8157549845,2.0270119E7,6.0,0,0,0,0,128,240,0.1967722077359616,0.3443513635379328,0.0,482.0,53.08333333333333,139.54501283120297,19472.810606060604,0,1,0,0,0,0,0,0,1.0,57.90909090909091,38.75,68.85714285714286,0,0,0,0,0,0,4,155,7,482,-1,509,3,0,57779.0,0.0,57779.0,57779.0,2.0270119E7,0.0,2.0270119E7,2.0270119E7,No Label
192.168.64.24-192.168.64.25-80-35102-6,192.168.64.25,35102,192.168.64.24,80,6,10/12/2024 05:18:58 PM,20315313,4,7,146.0,482.0,115.0,0.0,36.5,53.0314372173085,482.0,0.0,68.85714285714285,182.17887599044752,30.91264210401287,0.5414634763441745,2031531.3000000003,6407623.925503987,2.0267904E7,5.0,45921.0,15307.0,26047.452639365714,45384.0,250.0,2.0315313E7,3385885.5,8270485.737575121,2.0267904E7,5.0,0,0,0,0,128,240,0.19689580957969982,0.34456766676447464,0.0,482.0,52.333333333333336,139.2266519243374,19384.060606060604,0,1,0,0,0,0,0,0,1.0,57.09090909090909,36.5,68.85714285714286,0,0,0,0,0,0,4,146,7,482,-1,509,3,0,47344.0,0.0,47344.0,47344.0,2.0267904E7,0.0,2.0267904E7,2.0267904E7,No Label
192.168.64.24-192.168.64.25-80-35932-6,192.168.64.25,35932,192.168.64.24,80,6,10/12/2024 05:18:58 PM,20305465,4,7,146.0,482.0,115.0,0.0,36.5,52.968544124477,482.0,0.0,68.85714285714285,182.17887599044752,30.927634506277002,0.5417260821163169,2030546.4999999998,6410781.913845078,2.0275934E7,5.0,29074.0,9691.333333333334,16317.908086925032,28533.0,137.0,2.0305465E7,3384244.166666667,8275211.931099323,2.0275934E7,6.0,0,0,0,0,128,240,0.1969913025877516,0.3447347795285653,0.0,482.0,52.333333333333336,139.22012219590394,19382.242424242424,0,1,0,0,0,0,0,0,1.0,57.09090909090909,36.5,68.85714285714286,0,0,0,0,0,0,4,146,7,482,-1,509,3,0,29427.0,0.0,29427.0,29427.0,2.0275934E7,0.0,2.0275934E7,2.0275934E7,No Label
192.168.64.24-192.168.64.25-80-35210-6,192.168.64.25,35210,192.168.64.24,80,6,10/12/2024 05:18:58 PM,20313707,4,7,146.0,482.0,115.0,0.0,36.5,52.968544124477,482.0,0.0,68.85714285714285,182.17887599044752,30.91508605494802,0.5415062844019558,2031370.7000000002,6410920.800403169,2.0277144E7,6.0,35846.0,11948.666666666666,20271.57737654703,35356.0,148.0,2.0313707E7,3385617.8333333335,8275135.898292871,2.0277144E7,64.0,0,0,0,0,128,240,0.19691137614616572,0.34459490825579003,0.0,482.0,52.333333333333336,139.22012219590394,19382.242424242424,0,1,0,0,0,0,0,0,1.0,57.09090909090909,36.5,68.85714285714286,0,0,0,0,0,0,4,146,7,482,-1,509,3,0,36349.0,0.0,36349.0,36349.0,2.0277144E7,0.0,2.0277144E7,2.0277144E7,No Label
192.168.64.24-192.168.64.25-80-34702-6,192.168.64.25,34702,192.168.64.24,80,6,10/12/2024 05:18:58 PM,20385969,4,7,192.0,482.0,160.0,0.0,48.0,75.1576121671429,482.0,0.0,68.85714285714285,182.17887599044752,33.061955504788614,0.539586810909013,2038596.9,6415801.362492805,2.0298128E7,12.0,86796.0,28932.0,49218.34601040551,85764.0,320.0,2.0385969E7,3397661.5,8279573.883575259,2.0298128E7,18.0,0,0,0,0,128,240,0.19621338578509562,0.34337342512391733,0.0,482.0,56.16666666666666,141.6235941651052,20057.242424242424,0,1,0,0,0,0,0,0,1.0,61.27272727272727,48.0,68.85714285714286,0,0,0,0,0,0,4,192,7,482,-1,508,3,0,87728.0,0.0,87728.0,87728.0,2.0298128E7,0.0,2.0298128E7,2.0298128E7,No Label
