Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.64.24-192.168.64.25-80-41288-6,192.168.64.25,41288,192.168.64.24,80,6,10/12/2024 06:12:25 PM,8612774,0,4,0.0,493.0,0,0,0,0,482.0,0.0,123.25,239.22287376698188,57.24055919730391,0.4644264437915125,2870924.666666667,4972526.765639813,8612704.0,13.0,0,0,0,0,0,8612774.0,2870924.666666667,4972526.765639813,8612704.0,13.0,0,1,0,0,0,128,0.0,0.4644264437915125,0.0,482.0,100.8,213.1682434135066,45440.7,0,0,0,1,1,0,0,0,0.0,126.0,0.0,123.25,0,0,0,0,0,0,0,0,4,493,-1,509,0,0,57.0,0.0,57.0,57.0,8612704.0,0.0,8612704.0,8612704.0,No Label
192.168.64.24-192.168.64.25-80-41346-6,192.168.64.25,41346,192.168.64.24,80,6,10/12/2024 06:12:25 PM,8611628,0,4,0.0,493.0,0,0,0,0,482.0,0.0,123.25,239.22287376698188,57.24817653526139,0.46448824775059955,2870542.666666667,4971432.982756816,8611059.0,16.0,0,0,0,0,0,8611628.0,2870542.666666667,4971432.982756816,8611059.0,16.0,0,1,0,0,0,128,0.0,0.46448824775059955,0.0,482.0,100.8,213.1682434135066,45440.7,0,0,0,1,1,0,0,0,0.0,126.0,0.0,123.25,0,0,0,0,0,0,0,0,4,493,-1,509,0,0,16.0,0.0,16.0,16.0,8611059.0,0.0,8611059.0,8611059.0,No Label
192.168.64.24-192.168.64.25-80-41398-6,192.168.64.25,41398,192.168.64.24,80,6,10/12/2024 06:12:25 PM,8633886,0,4,0.0,491.0,0,0,0,0,482.0,0.0,122.75,239.53757534048808,56.86894638173355,0.4632908055538375,2877962.0,4984463.772978293,8633525.0,43.0,0,0,0,0,0,8633886.0,2877962.0,4984463.772978293,8633525.0,43.0,0,1,0,0,0,128,0.0,0.4632908055538375,0.0,482.0,100.0,213.5919005955048,45621.5,0,0,0,1,1,0,0,0,0.0,125.0,0.0,122.75,0,0,0,0,0,0,0,0,4,491,-1,509,0,0,43.0,0.0,43.0,43.0,8633525.0,0.0,8633525.0,8633525.0,No Label
192.168.64.24-192.168.64.25-80-41298-6,192.168.64.25,41298,192.168.64.24,80,6,10/12/2024 06:12:25 PM,8675420,0,4,0.0,493.0,0,0,0,0,482.0,0.0,123.25,239.22287376698188,56.82721989252393,0.4610727780326485,2891806.666666667,5008445.169909154,8675061.0,96.0,0,0,0,0,0,8675420.0,2891806.666666667,5008445.169909154,8675061.0,96.0,0,1,0,0,0,128,0.0,0.4610727780326485,0.0,482.0,100.8,213.1682434135066,45440.7,0,0,0,1,1,0,0,0,0.0,126.0,0.0,123.25,0,0,0,0,0,0,0,0,4,493,-1,508,0,0,263.0,0.0,263.0,263.0,8675061.0,0.0,8675061.0,8675061.0,No Label
192.168.64.24-192.168.64.25-80-41576-6,192.168.64.25,41576,192.168.64.24,80,6,10/12/2024 06:12:25 PM,8670601,0,4,0.0,493.0,0,0,0,0,482.0,0.0,123.25,239.22287376698188,56.85880367462417,0.4613290358995876,2890200.333333333,5005766.842578501,8670362.0,7.0,0,0,0,0,0,8670601.0,2890200.333333333,5005766.842578501,8670362.0,7.0,0,1,0,0,0,128,0.0,0.4613290358995876,0.0,482.0,100.8,213.1682434135066,45440.7,0,0,0,1,1,0,0,0,0.0,126.0,0.0,123.25,0,0,0,0,0,0,0,0,4,493,-1,509,0,0,7.0,0.0,7.0,7.0,8670362.0,0.0,8670362.0,8670362.0,No Label
192.168.64.24-192.168.64.25-80-41530-6,192.168.64.25,41530,192.168.64.24,80,6,10/12/2024 06:12:25 PM,8679349,0,4,0.0,493.0,0,0,0,0,482.0,0.0,123.25,239.22287376698188,56.80149513517661,0.4608640578918995,2893116.333333333,5010929.218939471,8679239.0,11.0,0,0,0,0,0,8679349.0,2893116.333333333,5010929.218939471,8679239.0,11.0,0,1,0,0,0,128,0.0,0.4608640578918995,0.0,482.0,100.8,213.1682434135066,45440.7,0,0,0,1,1,0,0,0,0.0,126.0,0.0,123.25,0,0,0,0,0,0,0,0,4,493,-1,509,0,0,11.0,0.0,11.0,11.0,8679239.0,0.0,8679239.0,8679239.0,No Label
192.168.64.24-192.168.64.25-80-41572-6,192.168.64.25,41572,192.168.64.24,80,6,10/12/2024 06:12:25 PM,8684106,0,4,0.0,493.0,0,0,0,0,482.0,0.0,123.25,239.22287376698188,56.77038027863778,0.46061160469482987,2894702.0,5013619.38295589,8683931.0,8.0,0,0,0,0,0,8684106.0,2894702.0,5013619.38295589,8683931.0,8.0,0,1,0,0,0,128,0.0,0.46061160469482987,0.0,482.0,100.8,213.1682434135066,45440.7,0,0,0,1,1,0,0,0,0.0,126.0,0.0,123.25,0,0,0,0,0,0,0,0,4,493,-1,509,0,0,8.0,0.0,8.0,8.0,8683931.0,0.0,8683931.0,8683931.0,No Label
192.168.64.24-192.168.64.25-80-41632-6,192.168.64.25,41632,192.168.64.24,80,6,10/12/2024 06:12:25 PM,8691731,0,4,0.0,493.0,0,0,0,0,482.0,0.0,123.25,239.22287376698188,56.72057729352185,0.4602075236796905,2897243.666666667,5018085.764038547,8691630.0,33.0,0,0,0,0,0,8691731.0,2897243.666666667,5018085.764038547,8691630.0,33.0,0,1,0,0,0,128,0.0,0.4602075236796905,0.0,482.0,100.8,213.1682434135066,45440.7,0,0,0,1,1,0,0,0,0.0,126.0,0.0,123.25,0,0,0,0,0,0,0,0,4,493,-1,509,0,0,68.0,0.0,68.0,68.0,8691630.0,0.0,8691630.0,8691630.0,No Label
192.168.64.24-192.168.64.25-80-41546-6,192.168.64.25,41546,192.168.64.24,80,6,10/12/2024 06:12:25 PM,8693389,0,4,0.0,493.0,0,0,0,0,482.0,0.0,123.25,239.22287376698188,56.709759565573336,0.4601197530675321,2897796.333333333,5019055.13518534,8693302.0,16.0,0,0,0,0,0,8693389.0,2897796.333333333,5019055.13518534,8693302.0,16.0,0,1,0,0,0,128,0.0,0.4601197530675321,0.0,482.0,100.8,213.1682434135066,45440.7,0,0,0,1,1,0,0,0,0.0,126.0,0.0,123.25,0,0,0,0,0,0,0,0,4,493,-1,508,0,0,16.0,0.0,16.0,16.0,8693302.0,0.0,8693302.0,8693302.0,No Label
192.168.64.24-192.168.64.25-80-41332-6,192.168.64.25,41332,192.168.64.24,80,6,10/12/2024 06:12:25 PM,8698000,0,4,0.0,492.0,0,0,0,0,482.0,0.0,123.0,239.37975408682053,56.564727523568635,0.45987583352494826,2899333.333333333,5021654.943786395,8697841.0,15.0,0,0,0,0,0,8698000.0,2899333.333333333,5021654.943786395,8697841.0,15.0,0,1,0,0,0,128,0.0,0.45987583352494826,0.0,482.0,100.4,213.3794741768758,45530.799999999996,0,0,0,1,1,0,0,0,0.0,125.5,0.0,123.0,0,0,0,0,0,0,0,0,4,492,-1,508,0,0,15.0,0.0,15.0,15.0,8697841.0,0.0,8697841.0,8697841.0,No Label
