Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.6-54.146.217.185-59244-443-6,192.168.1.6,59244,54.146.217.185,443,6,02/01/2025 05:11:53 PM,2542985,9,8,2596.0,858.0,1452.0,0.0,288.44444444444446,479.0256024241061,624.0,0.0,107.25,216.39101512902846,1358.246312896065,6.6850571277455435,158936.5625,392651.5750477292,1583932.0,0.0,2313450.0,289181.25,620258.4742286879,1803804.0,0.0,959053.0,137007.57142857142,127963.29776913527,266866.0,0.0,0,0,0,0,180,184,3.5391478911594056,3.1459092365861383,0.0,1452.0,191.88888888888889,371.1300531348401,137737.51633986927,0,1,0,0,0,0,0,0,0.0,203.1764705882353,288.44444444444446,107.25,0,0,0,0,0,0,9,2596,8,858,-1,132,6,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-54.146.217.185-59244-443-6,54.146.217.185,443,192.168.1.6,59244,6,02/01/2025 05:11:56 PM,0,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,132,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-52.113.194.132-59202-443-6,192.168.1.6,59202,52.113.194.132,443,6,02/01/2025 05:12:04 PM,5890,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,509.33786078098467,2945.0,4164.858941188765,5890.0,0.0,0,0,0,0,0,5890.0,2945.0,4164.858941188765,5890.0,0.0,0,0,0,0,0,60,0.0,509.33786078098467,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,16380,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-52.3.93.48-59249-443-6,192.168.1.6,59249,52.3.93.48,443,6,02/01/2025 05:11:56 PM,9563154,10,11,3691.0,1060.0,1452.0,0.0,369.09999999999997,526.8171620422233,740.0,0.0,96.36363636363636,219.00286424029832,496.80262390420563,2.1959282471034136,478157.7,1908480.4405223352,8575462.0,0.0,9326358.0,1036262.0,2929585.376649399,8843861.0,0.0,987692.0,98769.2,125307.27795108756,268527.0,0.0,0,0,0,0,200,244,1.0456801176682922,1.1502481294351214,0.0,1452.0,215.9545454545455,403.31619136410853,162663.9502164502,0,1,0,0,0,0,0,0,1.0,226.23809523809524,369.1,96.36363636363636,0,0,0,0,0,0,10,3691,11,1060,-1,201,7,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-13.64.73.29-59247-443-6,192.168.1.6,59247,13.64.73.29,443,6,02/01/2025 05:11:56 PM,10238875,16,19,3059.0,5597.0,1440.0,0.0,191.18749999999997,373.60892543763816,1452.0,0.0,294.57894736842104,514.3306670690747,845.4053790089243,3.4183443005212975,301143.38235294115,1555608.196597113,9094479.0,0.0,1.0030731E7,668715.4,2398210.599354706,9332160.0,0.0,1.0186398E7,565911.0,2181174.667592051,9298078.0,0.0,0,0,0,0,320,404,1.5626716802383074,1.85567262028299,0.0,1452.0,240.4444444444445,447.4600345725666,200220.4825396825,0,1,0,0,0,0,0,0,1.0,247.31428571428572,191.1875,294.57894736842104,0,0,0,0,0,0,16,3059,19,5597,-1,501,9,0,871702.0,0.0,871702.0,871702.0,9094479.0,0.0,9094479.0,9094479.0,No Label
192.168.1.6-13.64.73.29-59247-443-6,13.64.73.29,443,192.168.1.6,59247,6,02/01/2025 05:12:06 PM,5655,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.66931918656053,5655.0,0.0,5655.0,5655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,176.83465959328026,176.83465959328026,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-52.3.93.48-59249-443-6,52.3.93.48,443,192.168.1.6,59249,6,02/01/2025 05:12:06 PM,0,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,201,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-54.146.217.185-59268-443-6,192.168.1.6,59268,54.146.217.185,443,6,02/01/2025 05:12:25 PM,1343643,6,6,1937.0,225.0,1452.0,0.0,322.8333333333333,578.6074374449975,156.0,0.0,37.5,64.27985687600743,1609.058358507431,8.93094371049453,122149.36363636365,166745.23863563404,443835.0,0.0,1030269.0,206053.8,201129.678320232,443835.0,0.0,849642.0,169928.4,157363.3606189827,313265.0,0.0,0,0,0,0,120,144,4.465471855247265,4.465471855247265,0.0,1452.0,166.3076923076923,405.0515161917441,164066.73076923075,0,1,0,0,0,0,0,0,1.0,180.16666666666666,322.8333333333333,37.5,0,0,0,0,0,0,6,1937,6,225,-1,120,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-65.8.76.19-59269-443-6,192.168.1.6,59269,65.8.76.19,443,6,02/01/2025 05:12:25 PM,1135411,29,66,8151.0,61943.0,1440.0,0.0,281.06896551724145,535.4361994162518,1440.0,0.0,938.530303030303,630.6445108518736,61734.47324360959,83.67014235373799,12078.840425531915,39531.294891952086,231613.0,0.0,1130840.0,40387.14285714286,78202.49373153447,246867.0,0.0,1103145.0,16971.46153846154,49910.70204189583,231662.0,0.0,0,0,0,0,604,1344,25.54141187640423,58.12873047733376,0.0,1440.0,730.1458333333331,673.7656937598704,453960.21008771943,0,1,0,0,0,0,0,0,2.0,737.8315789473684,281.0689655172414,938.530303030303,0,0,0,0,0,0,29,8151,66,61943,-1,164,12,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-54.146.217.185-59267-443-6,192.168.1.6,59267,54.146.217.185,443,6,02/01/2025 05:12:24 PM,1603310,10,10,2532.0,887.0,1452.0,0.0,253.2,457.0046924145188,624.0,0.0,88.7,194.71919953272885,2132.46346620429,12.474194011139454,84384.73684210527,147728.12942618693,494341.0,0.0,1339862.0,148873.55555555556,253046.06586257723,749284.0,0.0,1108969.0,123218.7777777778,145767.91275241078,309223.0,0.0,0,0,0,0,200,224,6.237097005569727,6.237097005569727,0.0,1452.0,162.80952380952377,345.2573850111854,119202.66190476192,0,1,0,0,0,0,0,0,1.0,170.95,253.2,88.7,0,0,0,0,0,0,10,2532,10,887,-1,132,6,0,0,0,0,0,0,0,0,0,No Label
