Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
142.250.196.22-192.168.1.6-443-61462-6,192.168.1.6,61462,142.250.196.22,443,6,02/01/2025 05:05:33 PM,7140500,8,11,1859.0,6918.0,1412.0,0.0,232.37500000000003,493.72691627775663,1412.0,0.0,628.9090909090909,676.8344634466324,1229.1856312583152,2.660878089769624,396694.44444444444,1654801.3157782888,7027136.0,0.0,7138006.0,1019715.142857143,2649115.1302666096,7027136.0,0.0,57712.0,5771.2,9505.70958015351,27412.0,0.0,0,0,0,0,172,244,1.1203697220082627,1.5405083677613611,0.0,1412.0,438.8500000000001,616.3732870163733,379916.02894736844,0,1,0,0,0,0,0,0,1.0,461.94736842105266,232.375,628.9090909090909,0,0,0,0,0,0,8,1859,11,6918,-1,1047,3,0,0,0,0,0,0,0,0,0,No Label
142.250.182.106-192.168.1.6-443-61465-6,192.168.1.6,61465,142.250.182.106,443,6,02/01/2025 05:05:34 PM,6737517,9,11,1837.0,6826.0,1412.0,0.0,204.11111111111111,467.36881700762956,1412.0,0.0,620.5454545454545,685.9398462892157,1285.7852529351687,2.968452621344035,354606.15789473685,1518158.026435298,6623540.0,0.0,6733466.0,841683.25,2336344.2607950415,6623540.0,0.0,64468.0,6446.800000000001,13079.186050107757,42042.0,0.0,0,0,0,0,192,256,1.3358036796048158,1.6326489417392192,0.0,1412.0,412.5238095238096,611.9520094784899,374485.26190476184,0,1,0,0,0,0,0,0,1.0,433.15,204.11111111111111,620.5454545454545,0,0,0,0,0,0,9,1837,11,6826,-1,1048,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-202.88.211.76-61463-443-6,192.168.1.6,61463,202.88.211.76,443,6,02/01/2025 05:05:33 PM,7003844,7,8,1843.0,4516.0,1412.0,0.0,263.2857142857143,523.974145127319,1412.0,0.0,564.5,708.1515172818395,907.9299881607872,2.1416810540040583,500274.5714285714,1866449.7514138652,6985052.0,0.0,7001872.0,1166978.6666666667,2855809.0826179306,6996374.0,0.0,18792.0,2684.5714285714284,4337.053372092733,11806.0,0.0,0,0,0,0,140,184,0.9994511585352273,1.142229895468831,0.0,1412.0,397.43750000000006,614.5380887300639,377657.06249999994,0,1,0,0,0,0,0,0,1.0,423.93333333333334,263.2857142857143,564.5,0,0,0,0,0,0,7,1843,8,4516,-1,270,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-202.88.167.78-61461-443-6,192.168.1.6,61461,202.88.167.78,443,6,02/01/2025 05:05:33 PM,7701586,9,10,3287.0,4796.0,1412.0,0.0,365.22222222222234,607.2787205595504,1412.0,0.0,479.6,653.0161134646253,1049.5240850391076,2.4670243246001538,427865.8888888889,1802369.8949031748,7649808.0,0.0,7690820.0,961352.5,2703064.6635796297,7651064.0,0.0,51778.0,5753.11111111111,9372.398364938992,27191.0,0.0,0,0,0,0,192,236,1.1685904695474414,1.2984338550527126,0.0,1412.0,404.15000000000003,607.9331918800566,369582.7657894738,0,1,0,0,0,0,0,0,1.0,425.42105263157896,365.22222222222223,479.6,0,0,0,0,0,0,9,3287,10,4796,-1,271,4,0,0,0,0,0,0,0,0,0,No Label
142.250.196.161-192.168.1.6-443-61464-6,192.168.1.6,61464,142.250.196.161,443,6,02/01/2025 05:05:34 PM,6797731,7,13,1861.0,11400.0,1412.0,0.0,265.85714285714283,523.6227740690903,1412.0,0.0,876.9230769230769,657.4458737592599,1950.7979942130692,2.9421581995521744,357775.31578947365,1535134.735608212,6696881.0,0.0,6790261.0,1131710.1666666667,2726461.074079248,6696881.0,0.0,55334.0,4611.166666666666,9704.55362500543,33606.0,0.0,0,0,0,0,140,296,1.0297553698432609,1.9124028297089133,0.0,1412.0,631.4761904761905,668.9388327080152,447479.16190476186,0,1,0,0,0,0,0,0,1.0,663.05,265.85714285714283,876.9230769230769,0,0,0,0,0,0,7,1861,13,11400,-1,1048,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-202.88.153.236-61478-443-6,192.168.1.6,61478,202.88.153.236,443,6,02/01/2025 05:05:50 PM,505039,8,11,3255.0,4796.0,1412.0,0.0,406.875,632.6695001567339,1412.0,0.0,436.0,636.1584708231118,15941.343143796816,37.62085700312253,28057.72222222222,109922.49434504271,468185.0,0.0,499224.0,71317.71428571429,175143.9433339658,468299.0,0.0,36854.0,3685.3999999999996,6731.121207578356,19452.0,0.0,0,0,0,0,172,256,15.840360843420013,21.78049615970252,0.0,1412.0,402.55000000000007,607.9895666521711,369651.31315789477,0,1,0,0,0,0,0,0,1.0,423.7368421052632,406.875,436.0,0,0,0,0,0,0,8,3255,11,4796,-1,279,4,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-54.146.217.185-61471-443-6,192.168.1.6,61471,54.146.217.185,443,6,02/01/2025 05:05:41 PM,9785798,6,6,2001.0,225.0,1452.0,0.0,333.5,581.6486052592235,156.0,0.0,37.5,64.27985687600743,227.4725065855641,1.2262668818628792,889618.0,2644442.8593350244,8852964.0,0.0,9516680.0,1903336.0,3888515.7093925313,8852964.0,0.0,882207.0,176441.4,161807.59827585352,307116.0,0.0,0,0,0,0,120,144,0.6131334409314396,0.6131334409314396,0.0,1452.0,171.2307692307692,408.94644185723433,167237.19230769234,0,1,0,0,0,0,0,0,1.0,185.5,333.5,37.5,0,0,0,0,0,0,6,2001,6,225,-1,121,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-54.146.217.185-61470-443-6,192.168.1.6,61470,54.146.217.185,443,6,02/01/2025 05:05:40 PM,10050053,9,9,2500.0,887.0,1452.0,0.0,277.77777777777777,474.0170824394881,624.0,0.0,98.55555555555556,203.86828536527642,337.0131480898658,1.7910353308584541,591179.5882352941,2145667.4907355476,8903709.0,0.0,9774139.0,1221767.375,3230001.7430145643,9209420.0,0.0,1146344.0,143293.0,153950.17951086827,306880.0,0.0,0,0,0,0,180,204,0.8955176654292271,0.8955176654292271,0.0,1452.0,178.26315789473685,358.09074611910927,128228.98245614035,0,1,0,0,0,0,0,0,1.0,188.16666666666666,277.77777777777777,98.55555555555556,0,0,0,0,0,0,9,2500,9,887,-1,132,6,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-54.146.217.185-61470-443-6,54.146.217.185,443,192.168.1.6,61470,6,02/01/2025 05:05:51 PM,0,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,132,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.6-202.88.160.13-61482-443-6,192.168.1.6,61482,202.88.160.13,443,6,02/01/2025 05:05:54 PM,6767816,7,8,1875.0,4516.0,1412.0,0.0,267.85714285714283,525.1680456677426,1412.0,0.0,564.5,708.1515172818395,944.3223633739452,2.21637231272245,483415.4285714286,1801775.1442244914,6743480.0,0.0,6763098.0,1127183.0,2758872.85989188,6758708.0,0.0,24336.0,3476.5714285714284,5677.96207152833,15648.0,0.0,0,0,0,0,140,184,1.0343070792704767,1.1820652334519732,0.0,1412.0,399.4375,614.4844960072901,377591.19583333336,0,1,0,0,0,0,0,0,1.0,426.06666666666666,267.85714285714283,564.5,0,0,0,0,0,0,7,1875,8,4516,-1,271,3,0,0,0,0,0,0,0,0,0,No Label
